id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA4943,QA4943,ENAA,4943,Which of the favours of your Lord will you then deny?
ENAA4944,QA4944,ENAA,4944,This is Hell the sinners called a lie.
ENAA4945,QA4945,ENAA,4945,They will go round and around between it and boiling water.
ENAA4946,QA4946,ENAA,4946,Which of the favours of your Lord will you then deny?
ENAA4947,QA4947,ENAA,4947,"But for him who lived in awe of the sublimity of his Lord, there will be two gardens --"
ENAA4948,QA4948,ENAA,4948,How many favours of your Lord will then both of you deny? --
ENAA4949,QA4949,ENAA,4949,Full of overhanging branches --
ENAA4950,QA4950,ENAA,4950,Which of the favours of your Lord will you then deny? --
ENAA4951,QA4951,ENAA,4951,With two springs of water flowing through them both. --
ENAA4952,QA4952,ENAA,4952,Which of the favours of your Lord will then both of you deny?
ENAA4953,QA4953,ENAA,4953,In both of them there will be every kind of fruits in pairs. --
ENAA4954,QA4954,ENAA,4954,Which of the favours of your Lord will then both of you deny? --
ENAA4955,QA4955,ENAA,4955,"Reclining there on carpets lined with brocade, fruits of the garden hanging low within reach."
ENAA4956,QA4956,ENAA,4956,How many favours of your Lord will then both of you deny?
ENAA4957,QA4957,ENAA,4957,"In them maidens with averted glances, undeflowered by man or by jinn before them, --"
ENAA4958,QA4958,ENAA,4958,Which of the favours of your Lord will then both of you deny? --
ENAA4959,QA4959,ENAA,4959,As though rubies and pearls.
ENAA4960,QA4960,ENAA,4960,Which of the favours of your Lord will then both of you deny?
ENAA4961,QA4961,ENAA,4961,Should the reward of goodness be aught else but goodness? --
ENAA4962,QA4962,ENAA,4962,How many favours of your Lord will then both of you deny? --
ENAA4963,QA4963,ENAA,4963,And besides these two other gardens --
ENAA4964,QA4964,ENAA,4964,Which of the favours of your Lord will then both of you deny? --
ENAA4965,QA4965,ENAA,4965,Of darkest verdant green --
ENAA4966,QA4966,ENAA,4966,How many favours of your Lord will then both of you deny? --
ENAA4967,QA4967,ENAA,4967,"With two fountains gushing constantly, --"
ENAA4968,QA4968,ENAA,4968,How many favours of your Lord will then both of you deny? --
ENAA4969,QA4969,ENAA,4969,"With fruits in them, and dates and pomegranates --"
ENAA4970,QA4970,ENAA,4970,How many favours of your Lord will then both of you deny? --
ENAA4971,QA4971,ENAA,4971,In them good and comely maidens --
ENAA4972,QA4972,ENAA,4972,How many favours of your Lord will you then deny? --
ENAA4973,QA4973,ENAA,4973,Houris cloistered in pavilions --
ENAA4974,QA4974,ENAA,4974,How many favours of your Lord will you then deny? --
ENAA4975,QA4975,ENAA,4975,"Undeflowered by man or by jinn before them, --"
ENAA4976,QA4976,ENAA,4976,How many favours of your Lord will then both of you deny? --
ENAA4977,QA4977,ENAA,4977,Reclining on green cushions and rich carpets excellent.
ENAA4978,QA4978,ENAA,4978,How many favours of your Lord will you then deny?
ENAA4979,QA4979,ENAA,4979,"Blessed be the name of your Lord, full of majesty and beneficience."
ENAA4980,QA4980,ENAA,4980,WHEN WHAT IS to happen comes to pass --
ENAA4981,QA4981,ENAA,4981,Which is bound to happen undoubtedly --
ENAA4982,QA4982,ENAA,4982,Degrading (some) and exalting (others);
ENAA4983,QA4983,ENAA,4983,"When the earth is shaken up convulsively,"
ENAA4984,QA4984,ENAA,4984,"The mountains bruised and crushed,"
ENAA4985,QA4985,ENAA,4985,"Turned to dust, floating in the air,"
ENAA4986,QA4986,ENAA,4986,You will become three categories:
ENAA4987,QA4987,ENAA,4987,Those of the right hand -- how (happy) will be those of the right hand!
ENAA4988,QA4988,ENAA,4988,Then those of the left hand -- how (unhappy) will be those of the left hand!
ENAA4989,QA4989,ENAA,4989,"Then the foremost, how pre-excellent,"
ENAA4990,QA4990,ENAA,4990,Who will be honoured
ENAA4991,QA4991,ENAA,4991,In gardens of tranquility;
ENAA4992,QA4992,ENAA,4992,"A number of the earlier peoples,"
ENAA4993,QA4993,ENAA,4993,"And a few of later ages,"
ENAA4994,QA4994,ENAA,4994,"On couches wrought of gold,"
ENAA4995,QA4995,ENAA,4995,Reclining face to face.
ENAA4996,QA4996,ENAA,4996,Youths of never-ending bloom will pass round to them
ENAA4997,QA4997,ENAA,4997,"Cups and decanters, beakers full of sparkling wine,"
ENAA4998,QA4998,ENAA,4998,"Unheady, uninebriating;"
ENAA4999,QA4999,ENAA,4999,"And such fruits as they fancy,"
ENAA5000,QA5000,ENAA,5000,"Bird meats that they relish,"
ENAA5001,QA5001,ENAA,5001,And companions with big beautiful eyes
ENAA5002,QA5002,ENAA,5002,"Like pearls within their shells,"
ENAA5003,QA5003,ENAA,5003,As recompense for all they had done.
ENAA5004,QA5004,ENAA,5004,"They will hear no nonsense there or talk of sin,"
ENAA5005,QA5005,ENAA,5005,"Other than ""Peace, peace"" the salutation."
ENAA5006,QA5006,ENAA,5006,As for those of the right hand -- how (happy) those of the right hand --
ENAA5007,QA5007,ENAA,5007,They will be in (the shade) of thornless lote
ENAA5008,QA5008,ENAA,5008,"And acacia covered with heaps of bloom,"
ENAA5009,QA5009,ENAA,5009,"Lengthened shadows,"
ENAA5010,QA5010,ENAA,5010,"Gushing water,"
ENAA5011,QA5011,ENAA,5011,"And fruits numberless,"
ENAA5012,QA5012,ENAA,5012,"Unending, unforbidden,"
ENAA5013,QA5013,ENAA,5013,And maidens incomparable.
ENAA5014,QA5014,ENAA,5014,"We have formed them in a distinctive fashion,"
ENAA5015,QA5015,ENAA,5015,"And made them virginal,"
ENAA5016,QA5016,ENAA,5016,"Loving companions matched in age,"
ENAA5017,QA5017,ENAA,5017,For those of the right hand.
ENAA5018,QA5018,ENAA,5018,A crowd of earlier generations
ENAA5019,QA5019,ENAA,5019,And a crowd of the later.
ENAA5020,QA5020,ENAA,5020,But those of the left hand -- how (unhappy) those of the left hand --
ENAA5021,QA5021,ENAA,5021,"Will be in the scorching wind and boiling water,"
ENAA5022,QA5022,ENAA,5022,Under the shadow of thick black smoke
ENAA5023,QA5023,ENAA,5023,Neither cool nor agreeable.
ENAA5024,QA5024,ENAA,5024,They were endowed with good things
ENAA5025,QA5025,ENAA,5025,"But persisted in that greater sin,"
ENAA5026,QA5026,ENAA,5026,"And said: ""What! When we are dead and turned to dust and bones, shall we then be raised again?"
ENAA5027,QA5027,ENAA,5027,"And so will our fathers?"""
ENAA5028,QA5028,ENAA,5028,"Say: ""Indeed, the earlier and the later generations"
ENAA5029,QA5029,ENAA,5029,Will be gathered together on a certain day which is predetermined.
ENAA5030,QA5030,ENAA,5030,"Then you, the erring and the deniers,"
ENAA5031,QA5031,ENAA,5031,"Will eat of the tree of Zaqqum,"
ENAA5032,QA5032,ENAA,5032,"Fill your bellies with it,"
ENAA5033,QA5033,ENAA,5033,"And drink over it scalding water,"
ENAA5034,QA5034,ENAA,5034,"Lapping it up like female camels raging of thirst with disease."""
ENAA5035,QA5035,ENAA,5035,Such will be their welcome on the Day of Judgement.
ENAA5036,QA5036,ENAA,5036,"It is He who created you, then why do you not affirm the truth?"
ENAA5037,QA5037,ENAA,5037,"Just consider (the semen) that you emit,"
ENAA5038,QA5038,ENAA,5038,"Do you create it, or We are its creator?"
ENAA5039,QA5039,ENAA,5039,"We have incorporated death in your constitution, and We shall not be hindered"
ENAA5040,QA5040,ENAA,5040,From replacing you with others or raising you in a way you do not know.
ENAA5041,QA5041,ENAA,5041,"You have known the first creation, then why do you not reflect?"
ENAA5042,QA5042,ENAA,5042,Just ponder over what you sow:
ENAA5043,QA5043,ENAA,5043,"Do you give it its increase, or are We the giver?"
ENAA5044,QA5044,ENAA,5044,"We could turn it, if We pleased, into straw; then you would rue the day,"
ENAA5045,QA5045,ENAA,5045,"(And say:) ""We have fallen into debt;"
ENAA5046,QA5046,ENAA,5046,"Indeed, we have been deprived of the fruits of our labour."""
ENAA5047,QA5047,ENAA,5047,Consider the water that you drink.
ENAA5048,QA5048,ENAA,5048,"Do you send it down from the clouds, or We send it down?"
ENAA5049,QA5049,ENAA,5049,"We could make it brackish, if We pleased; so why do you not acknowledge thanks?"
ENAA5050,QA5050,ENAA,5050,Consider the fire that you strike (and get by friction).
ENAA5051,QA5051,ENAA,5051,"Have you raised its tree, or We have raised it?"
ENAA5052,QA5052,ENAA,5052,We have made it as a reminder and convenience for the needy.
ENAA5053,QA5053,ENAA,5053,"So glorify your Lord, the most supreme."
ENAA5054,QA5054,ENAA,5054,So I call the placement of the stars to witness --
ENAA5055,QA5055,ENAA,5055,And this surely is great evidence if you can understand --
ENAA5056,QA5056,ENAA,5056,That this is indeed the glorious Qur'an
ENAA5057,QA5057,ENAA,5057,(Inscribed) in the well-kept Book.
ENAA5058,QA5058,ENAA,5058,Only they can reach it who are clean (of mind).
ENAA5059,QA5059,ENAA,5059,It has been revealed by the Lord of all the worlds.
ENAA5060,QA5060,ENAA,5060,Then why do you dissimulate this Revelation?
ENAA5061,QA5061,ENAA,5061,You live by calling it a lie.
ENAA5062,QA5062,ENAA,5062,"Then how is it that when the (dying) breath is withdrawn into the throat (and rattles),"
ENAA5063,QA5063,ENAA,5063,"And you wait for the moment (of death),"
ENAA5064,QA5064,ENAA,5064,"We are closer to him than you, even though you cannot see?"
ENAA5065,QA5065,ENAA,5065,"Then why, if you are not indebted (to Us for life),"
ENAA5066,QA5066,ENAA,5066,Can you not bring him back? (Answer) if you are truthful
ENAA5067,QA5067,ENAA,5067,"Then, if he is one of the honoured,"
ENAA5068,QA5068,ENAA,5068,"There will be peace and plenty, and gardens of tranquility for him."
ENAA5069,QA5069,ENAA,5069,"If he is of those of the right hand,"
ENAA5070,QA5070,ENAA,5070,"There will be the salutation by those of the right hand: ""Peace on you."
ENAA5071,QA5071,ENAA,5071,"But if he is of the deniers and the errants,"
ENAA5072,QA5072,ENAA,5072,The welcome will be boiling water
ENAA5073,QA5073,ENAA,5073,And the roasting in Hell.
ENAA5074,QA5074,ENAA,5074,This is indeed the ultimate truth.
ENAA5075,QA5075,ENAA,5075,"Then praise your Lord, the most supreme."
ENAA5076,QA5076,ENAA,5076,WHATSOEVER IS IN the heavens and the earth sings the praises of God. He is all-mighty and all-wise.
ENAA5077,QA5077,ENAA,5077,"His is the kingdom of the heavens and the earth, He is the giver of life and death, and He has power over everything."
ENAA5078,QA5078,ENAA,5078,"He is the first and He the last, the transcendent and the immanent; and He has knowledge of everything."
ENAA5079,QA5079,ENAA,5079,"It is He who created the heavens and the earth in six stages, then assumed the throne. He knows whatsoever enters the earth, and whatsoever comes out of it, and what comes down from the sky and what goes up to it; and He is with you wheresoever you may be, and He perceives whatsoever you do."
ENAA5080,QA5080,ENAA,5080,"His is the kingdom of the heavens and the earth, and all things will go back to Him."
ENAA5081,QA5081,ENAA,5081,"He turns night into day, and turns day into night; and He knows whatsoever is in your hearts."
ENAA5082,QA5082,ENAA,5082,"Believe in God and His Apostle, and spend of what He has given you as His trustee. And those of you who believe and spend in charity will have a great reward."
ENAA5083,QA5083,ENAA,5083,"What has come upon you that you believe not in God, though the Prophet is calling you to believe in your Lord? And He has already taken your pledge, if you are believers."
ENAA5084,QA5084,ENAA,5084,It is He who sends down splendent revelations to His votary that he may take you out of darkness into light; for surely God is gracious and kind to you.
ENAA5085,QA5085,ENAA,5085,"What has come upon you that you do not spend in the way of God, when the heritage of the heavens and the earth belongs to God? Those of you who spent before the victory and fought, are not equal (to those who did not). They are higher in position than those who spent after (the victory) and fought. To each one God has made the promise of excellence, for God is aware of all you do."
ENAA5086,QA5086,ENAA,5086,"Who will give a goodly loan to God which He will double for him, and be for him a splendid reward?"
ENAA5087,QA5087,ENAA,5087,"The day you see the believers, men and women, with their light advancing ahead and to the right of them, (they will be told:) ""There is good news for you this day, of gardens with rivers flowing by where you will live for ever."" This will be the great attainment."
ENAA5088,QA5088,ENAA,5088,"The day the hypocrites, men and women, will say to the believers: ""Wait for us that we may borrow a little light from your light,"" they will be told: ""Go back, and look for your light."" A wall shall be raised between them in which there will be a door. Within it will be benevolence and retribution without."
ENAA5089,QA5089,ENAA,5089,"They will call to them: ""Were we not with you?"" They will answer: ""Certainly; but then you let yourselves be tempted, and waited in expectation but were suspicious and were deceived by vain desires, till the decree of God came to pass, and the deceiver duped you in respect of God."
ENAA5090,QA5090,ENAA,5090,"So no ransom will be accepted of you on this day, or of those who refused to believe. Hell will be your refuge and the only friend -- and how evil a destination!"""
ENAA5091,QA5091,ENAA,5091,"Has the moment not yet come when the hearts of believers should be moved by the thought of God and the truth that has been sent down, so that they should not be like those who received the Book before them but whose hearts were hardened after a lapse of time, and many of them turned disobedient?"
ENAA5092,QA5092,ENAA,5092,Know that God enlivens the earth even after it has died. We have explained to you clearly Our signs that you may understand.
ENAA5093,QA5093,ENAA,5093,"Surely the men and women who spend in charity and give a goodly loan to God, will have it doubled for them and will receive a generous reward."
ENAA5094,QA5094,ENAA,5094,"Those who believe in God and His apostles are true of word and deed; and by their Lord are considered testifiers of the truth. They have their guerdon and their light. As for those who do not believe and reject Our revelations, are the people of Hell."
ENAA5095,QA5095,ENAA,5095,"Know that the life of this world is only a frolic and mummery, an ornamentation, boasting and bragging among yourselves, and lust for multiplying wealth and children. It is like rain so pleasing to the cultivator for his vegetation which sprouts and swells, and then begins to wither, and you see it turn to yellow and reduced to chaff. There is severe punishment in the Hereafter, but also forgiveness from God, and acceptance. As for the life of this world, it is no more than merchandise of vanity."
ENAA5096,QA5096,ENAA,5096,"Hasten for the forgiveness of your Lord and Paradise whose expanse is as wide as that of the heavens and the earth, which has been prepared for those who believe in God and His apostles. This is the bounty of God which He bestows on whosoever He please; and the bounty of God is infinite."
ENAA5097,QA5097,ENAA,5097,There is no calamity that befalls the earth or your own selves but in accordance with the law (of causation) before We make it evident. This is indeed how the law of God works inevitably.
ENAA5098,QA5098,ENAA,5098,"Lest you grieve for what you missed, or rejoice at what you received. God does not love the egoist and the braggart,"
ENAA5099,QA5099,ENAA,5099,"Who hold back what they possess and enjoin stinginess on others. Whoever turns away (from God, should remember) that God is self-sufficient, worthy of praise."
ENAA5100,QA5100,ENAA,5100,"We have surely sent apostles with clear signs, and sent with them the Book and the Balance, so that men may stand by justice; and We sent down iron which causes much distress but also has advantages for men, so that God may know who helps Him and His apostles in secret. Verily God is all-powerful and all-mighty."
ENAA5101,QA5101,ENAA,5101,"We sent Noah and Abraham, and gave prophethood to their progeny and the Book, and some of them are well-directed, but many of them are disobedient."
ENAA5102,QA5102,ENAA,5102,"Then in their train We sent Our apostles, and succeeding them Jesus, son of Mary, and gave him the Gospel, and put into the hearts of his followers compassion and kindness. But they created monasticism which had not been prescribed for them by Us except for seeking the pleasure of God; yet they did not observe it as it should have been rightly observed. So We gave those among them who were believers their reward; but most of them are disobedient."
ENAA5103,QA5103,ENAA,5103,"O you who believe, have fear of displeasing God, and believe in His Prophet. He will give you twice as much of His bounty and place a light for you to walk in, and forgive you, for God is forgiving and kind;"
ENAA5104,QA5104,ENAA,5104,"So that the people of the Book may know that they have not the least power over the bounty of God, and that the bounty is wholly in the hands of God to give whosoever He please, for God is the master of infinite bounty."
ENAA5105,QA5105,ENAA,5105,"GOD CERTAINLY HEARD what the woman who argued with you about her husband, said, and complained to God; and God heard your interrogation. Verily God hears all, and sees everything."
ENAA5106,QA5106,ENAA,5106,"Those of you who divorce your wives by calling them 'mothers,' cannot (make them) their mothers. Their mothers are only those who gave birth to them. They surely utter what is unseemly and a lie. But God is forbearing and forgiving."
ENAA5107,QA5107,ENAA,5107,"Those who call their wives their mothers then revoke what they had said, should free a slave before having physical contact (with them). This is to warn you, as God is aware of what you do."
ENAA5108,QA5108,ENAA,5108,"If one does not have the means (of doing so) then he should fast for two months continuously before he has physical contact; but any one who is unable to do so, should feed sixty needy persons. This (is enjoined) so that you may be faithful to God and His Apostle. These are the limits set by God. As for the unbelievers, there is painful punishment for them."
ENAA5109,QA5109,ENAA,5109,"Those who oppose God will be disgraced, as those before them were. We have sent down very clear signs. For unbelievers there is a shameful punishment."
ENAA5110,QA5110,ENAA,5110,"On the day when God will raise them up together, He will tell them what they did. God takes account of it although they forget, for all things are evident to God."
ENAA5111,QA5111,ENAA,5111,"Have you not considered that God knows whatever is in the heavens and the earth? No three persons confer secretly but He is the fourth among them, and no five but He is the sixth; and neither fewer nor more but He is with them wheresoever they be. And on the Day of Judgement He will announce their deeds to them. Verily God has knowledge of everything."
ENAA5112,QA5112,ENAA,5112,"Have you not considered those who were forbidden to conspire, but reverted after a time to what was forbidden them, and conspired evil, rebellion and disobedience to the Prophet? Yet when they come to you they greet you with a greeting even God does not greet you with; and say to themselves, ""Why doesn't God punish us for what we say?"" Hell is sufficient for them, in which they will be burnt: And what an evil consequence!"
ENAA5113,QA5113,ENAA,5113,"O you who believe, when you converse privately, do not talk of iniquity, rebellion, and disobedience to the Prophet, but talk of goodness and piety, and fear God before whom you will be gathered."
ENAA5114,QA5114,ENAA,5114,Surely scheming is the work of Satan that he may cause the faithful grief; but he cannot harm them unless God dispense. So in God should the believers place their trust.
ENAA5115,QA5115,ENAA,5115,"O you who believe, when you are told to make room in the assemblies, then make room; God will give you more room to spread. When you are told to rise, then rise; God will raise those of you who believe, and those who have knowledge, in position. God is aware of what you do."
ENAA5116,QA5116,ENAA,5116,"O you who believe, if you confer with the Prophet in private, give alms in the name of God before you go to confer. This is better for you and becoming. If you do not have the means, then surely God is forgiving and kind."
ENAA5117,QA5117,ENAA,5117,"Are you afraid of giving alms before confering? Then, if you cannot do this, and God forgives you, be constant in your devotional obligations and pay the due share of your wealth for the welfare of others, and obey God and His Prophet. God is aware of all you do."
ENAA5118,QA5118,ENAA,5118,"Have you not seen those who have taken a people who have roused the wrath of God, as friends? They are neither of you nor of them, and swear to a lie, and knowingly."
ENAA5119,QA5119,ENAA,5119,God has reserved a severe punishment for them. Evil indeed are the things they do!
ENAA5120,QA5120,ENAA,5120,"They have made their oaths a shield, and obstruct people from the way of God. There is shameful punishment for them."
ENAA5121,QA5121,ENAA,5121,"Neither their wealth nor children will avail them against God. They are the people of Hell, and there will abide for ever."
ENAA5122,QA5122,ENAA,5122,"On the day that God will raise them together, they will swear before Him as they swear before you, and imagine they are on the right path. Is it not they who are liars?"
ENAA5123,QA5123,ENAA,5123,Satan has got the better of them. and made them forget to remember God. Indeed they belong to Satan's faction. Will not Satan's faction perish?
ENAA5124,QA5124,ENAA,5124,Surely those who oppose God and His Prophet will be among the vilest.
ENAA5125,QA5125,ENAA,5125,"God has decreed: ""I will prevail, I and My apostles."" Verily God is powerful and all-mighty."
ENAA5126,QA5126,ENAA,5126,"You will not find those who believe in God and the Day of Resurrection, loving those who oppose God and His Prophet, even though they be their fathers, sons, or brothers or their kin. God has inscribed on their hearts belief, and has succoured them with His own grace, and will admit them to gardens with rivers flowing by, where they will abide for ever, God accepting them, and they, happy in the pleasure of God. They are verily the army of God. Will not the army of God be victorious?"
ENAA5127,QA5127,ENAA,5127,WHATEVER IS IN the heavens and the earth sings the praises of God. He is all-mighty and all-wise.
ENAA5128,QA5128,ENAA,5128,"It is He who drove those among the people of the Book who refused to believe, from their homes for the first confrontation. You did not think that they would go away, and they imagined that their forts would protect them against God. But God came upon them from where they did not suspect, and filled their hearts with terror, so that they destroyed their homes with their own hands (or were destroyed) by the hands of believers. So take heed, O men of sight!"
ENAA5129,QA5129,ENAA,5129,"Had God not decreed the expulsion for them He would have punished them in this world, and in the next the punishment of Hell would have been theirs."
ENAA5130,QA5130,ENAA,5130,"For they had opposed God and His Apostle; and whosoever opposes God, then God is severe in retribution."
ENAA5131,QA5131,ENAA,5131,"The palm trees that you cut down or left standing intact was by God's dispensation, so that He might disgrace the transgressors."
ENAA5132,QA5132,ENAA,5132,"You did not charge with horse or camel for whatever (spoils) God gave His Apostle from them. In any case, God gives authority to His Apostle over whomsoever He please. God has power over everything."
ENAA5133,QA5133,ENAA,5133,"Whatever booty God gives to His Apostle from the people of the cities, is for God and His Apostle, the near relations, the orphans, the needy and wayfarers, so that it does not concentrate in the hands of those who are rich among you. Accept what the Apostle gives you, and refrain from what he forbids, and take heed for yourself and fear God. Surely God is severe of retribution."
ENAA5134,QA5134,ENAA,5134,"The spoils are also for the poor emigrants who were deprived of their homes and possessions and are seeking the bounty and protection of God, and are helping God and His Apostle. They are the ones who are true of word and deed."
ENAA5135,QA5135,ENAA,5135,"Those who came to the city and to faith before them, love those who take refuge with them, and do not feel for themselves any need for what is given them, and give them preference over themselves even if they are indigent. Whoever preserves himself from his own greed will be prosperous."
ENAA5136,QA5136,ENAA,5136,"(And the spoils are for) those who came after them, who say: ""O Lord, forgive us and our brothers who came to faith before us, and do not put a grudge in our hearts against those who believe O Lord, You are compassionate and kind."""
ENAA5137,QA5137,ENAA,5137,"Have you never considered the hypocrites? They say to their brethren among the people of the Book who do not believe: ""If you are driven out we shall go with you, and will not listen to any one in what concerns you; and if there is war against you, we shall aid you."" But God is witness they are liars."
ENAA5138,QA5138,ENAA,5138,"If they are driven out, they will not go with them; and if they are attacked, they will not aid them. And even if they aided them, they will turn their backs, then they will not be helped."
ENAA5139,QA5139,ENAA,5139,"Surely they have greater fear of you in their hearts than of God, because they do not understand."
ENAA5140,QA5140,ENAA,5140,"They will not fight you in a body except in fortified cities, or from behind the walls. Their enmity among themselves is great. You think they are united, but divided are their hearts. That is because these people are devoid of sense,"
ENAA5141,QA5141,ENAA,5141,Like those who had tasted the gravity of their actions a little before them. There is a grievous punishment for them.
ENAA5142,QA5142,ENAA,5142,"(They are) like Satan who says to man: ""Do not believe;"" and when he becomes a disbeliever, he says: ""I have nothing to do with you. I fear God, the Lord of all the worlds."""
ENAA5143,QA5143,ENAA,5143,"Both of them will end up in Hell, where they will abide for ever. This is the punishment for the wicked."
ENAA5144,QA5144,ENAA,5144,"O you who believe, be fearful of God. Let each soul consider what it has sent (of good deeds) in advance for the morrow, and fear God. Surely God is aware of what you do."
ENAA5145,QA5145,ENAA,5145,"And be not like those who have forgotten God, so that God has made them forget themselves. Such are the reprobates."
ENAA5146,QA5146,ENAA,5146,Alike are not the inmates of Hell and the residents of Paradise. The men of Paradise will be felicitous.
ENAA5147,QA5147,ENAA,5147,If We had sent down this Qur'an to a mountain you would have seen it turn desolate and split into two for fear of God. We offer these examples to men that they may think and reflect.
ENAA5148,QA5148,ENAA,5148,"He is God; there is no god but He, the knower of the unknown and the known. He is the benevolent, ever-merciful."
ENAA5149,QA5149,ENAA,5149,"He is God; there is no god but He, the King, the Holy, the Preserver, Protector, Guardian, the Strong, the Powerful, Omnipotent. Far too exalted is God for what they associate with Him."
ENAA5150,QA5150,ENAA,5150,"He is God, the Creator, the Maker, the Fashioner. His are all the names beautiful. Whatever is in the heavens and the earth sings His praises. He is all-mighty and all-wise."
ENAA5151,QA5151,ENAA,5151,"O YOU WHO BELIEVE, do not take My enemies and your enemies as friends. You show kindness to them, but they reject the true way that has come to you. They expelled the Prophet and you, for you believe in God your Lord. If you have come out to struggle in My cause having sought My acceptance, (do not be) friendly with them in secret. I know what you hide and what you disclose. Whoever of you does this will have gone astray from the right path."
ENAA5152,QA5152,ENAA,5152,"If they gain ascendancy over you, they will become your enemies, and employ their hands and tongues with evil designs, and wish that you also became disbelievers."
ENAA5153,QA5153,ENAA,5153,"Neither your blood relations nor your children will be of any avail to you on the Day of Resurrection. He will judge between you, for God sees what you do."
ENAA5154,QA5154,ENAA,5154,"You have an excellent model in Abraham and those who were with him, when he said to his people: ""We are through with you, and those you worship other than God. We reject you. Enmity and hate have come between you and us for ever, unless you believe in God the One,"" -- except for what he said to his father: ""I shall ask forgiveness for you, but I have no power to prevail with God for you."" ""O Lord, we place our trust in You, and turn to You in penitence, and to You is our returning."
ENAA5155,QA5155,ENAA,5155,"O Lord, make us not an example of punishment for infidels, and forgive us, O Lord. You are all-mighty and all-wise."""
ENAA5156,QA5156,ENAA,5156,"Those of you who have hope in God and the Last Day have certainly a good example in them. But whosoever turns away, then surely God is above concern, worthy of praise."
ENAA5157,QA5157,ENAA,5157,"It maybe that God will create love between you and your enemies. God is all-powerful, and God is forgiving, ever-merciful."
ENAA5158,QA5158,ENAA,5158,"God does not forbid you from being kind and acting justly towards those who did not fight over faith with you, nor expelled you from your homes. God indeed loves those who are just."
ENAA5159,QA5159,ENAA,5159,"He only forbids you from making friends with those who fought over faith with you and banished you from your homes, and aided in your exile. Whoever makes friends with them is a transgressor."
ENAA5160,QA5160,ENAA,5160,"O believers, when believing women come over to you as refugees, then examine them. God alone is cognisant of their faith. If you find that they are believers, do not send them back to unbelievers. They are not lawful for them, nor are infidels lawful for believing women. Give the unbelievers what they have spent on them. There is no sin if you marry them provided you give their dowers to them. Do not retain your (marriage) ties with unbelieving women. Ask for the return of what you have spent (on them); and the unbelievers should ask for the return of what they have spent. This is the judgement of God. He judges between you. God is all-knowing and all-wise."
ENAA5161,QA5161,ENAA,5161,"If any of your women go away to the unbelievers, and you succeed in your turn (and have a chance of getting spoils), then give to those whose wives have so gone away as much as they had spent on them; but take heed and fear God in whom you believe."
ENAA5162,QA5162,ENAA,5162,"O Prophet, when believing women come to you and swear on oath that they will not associate anything with God, nor steal, nor fornicate, nor kill their children, nor accuse others for what they have fabricated themselves, nor disobey you in any rightful thing, then you should accept their allegiance, and ask forgiveness of God for them. Certainly God is forgiving and kind."
ENAA5163,QA5163,ENAA,5163,"O you who believe, do not make friends with those who have suffered the anger of God by having become despondent of the life to come like those unbelievers who are despondent of those who are in the graves."
ENAA5164,QA5164,ENAA,5164,ALL THAT IS in the heavens and the earth sings the praises of God. He is all-mighty and all-wise.
ENAA5165,QA5165,ENAA,5165,"O you who believe, why do you profess what you do not practise?"
ENAA5166,QA5166,ENAA,5166,Saying what you do not practice is odious to God.
ENAA5167,QA5167,ENAA,5167,Surely God loves those who fight in His cause in full formations as though they were a compact wall.
ENAA5168,QA5168,ENAA,5168,"When Moses said to his people: ""O my people, why do you afflict me though you know that I have been sent to you by God?"" But when they turned aside God made their hearts turn farther away; for God does not show the transgressors the way."
ENAA5169,QA5169,ENAA,5169,"And when Jesus, son of Mary, said: ""O children of Israel, I am sent to you by God to confirm the Torah (sent) before me, and to give you good tidings of an apostle who will come after me, whose name is Ahmad (the praised one)."" Yet when he has come to them with clear proofs, they say: ""This is only magic."""
ENAA5170,QA5170,ENAA,5170,Who is more unjust than he who invents a lie against God when he is called to submit? God does not show the evil-doers the way.
ENAA5171,QA5171,ENAA,5171,"They want to extinguish the light of God by uttering blasphemies. But God wills to perfect His light, however the unbelievers may dislike it."
ENAA5172,QA5172,ENAA,5172,"It is He who sent His Apostle with the guidance and the true way to raise it above all faiths, however the idolaters may dislike it."
ENAA5173,QA5173,ENAA,5173,"O you who believe, may I offer you a bargain which will save you from a painful punishment?"
ENAA5174,QA5174,ENAA,5174,"Come to believe in God and His Apostle, and struggle in the cause of God, wealth and soul. This will be good for you, if you can understand."
ENAA5175,QA5175,ENAA,5175,"He will forgive you your sins and admit you to gardens with rivers flowing by, and excellent mansions in the garden of Eden. This will be a great fulfilment."
ENAA5176,QA5176,ENAA,5176,And (He will give you) what is dearest to you -- help from God and early victory. So give good tidings to those who believe.
ENAA5177,QA5177,ENAA,5177,"O you who believe, be helpers of God, as Jesus, son of Mary, had said to the disciples: ""Who will help me in the way of God?"" and they had answered: ""We are the helpers of God."" Then a section among the children of Israel believed, but a section among them did not. So We helped those who believed against their enemies, and they prevailed over them."
ENAA5178,QA5178,ENAA,5178,"ALL THAT IS in the heavens and the earth sings the praises of God the King, the Holy, Omnipotent, the Wise."
ENAA5179,QA5179,ENAA,5179,"It is He who raised among the gentiles an apostle from amongst them, who recites His revelations to them, reforms them and teaches them the Scripture and the Law, for before him they were clearly in error."
ENAA5180,QA5180,ENAA,5180,And for others among them who have not joined them yet. He is all-mighty and all-wise.
ENAA5181,QA5181,ENAA,5181,"This is the bounty of God, He gives whosoever He please. God is master of great bounty."
